Status,Power_range_sensor_1,Power_range_sensor_2,Power_range_sensor_3 ,Power_range_sensor_4,Pressure _sensor_1,Pressure _sensor_2,Pressure _sensor_3,Pressure _sensor_4,Vibration_sensor_1,Vibration_sensor_2,Vibration_sensor_3,Vibration_sensor_4
Normal,8.7259,6.0123,10.8005,7.7536,4.7459,1.8391,6.9127,4.039,20.3833,7.6068,16.543,9.3977
Normal,8.7094,6.1734,11.228,7.2437,4.5723,2.7454,7.8698,3.691,18.9247,10.4132,8.0315,5.9451
Normal,8.9969,6.3226,12.3532,6.7044,3.0697,3.2425,6.6017,2.7905,9.8224,21.4265,28.2671,6.4436
Normal,9.0884,6.3803,12.2983,6.9479,5.1773,4.4343,6.6954,3.6413,12.6103,12.7765,37.7848,1.6617
Normal,8.9548,6.2704,11.0541,7.4258,7.6469,5.2261,6.9485,4.0679,2.9172,5.9267,17.5215,1.7448
Normal,8.9172,6.384,11.4569,7.2052,8.0486,5.9856,5.8307,3.2645,2.5848,14.5213,21.768,3.0187
Normal,8.6609,6.5964,12.9062,6.5048,9.7,6.8699,6.4873,3.0887,8.1515,6.5544,23.5959,21.6757
Normal,8.2452,6.4636,12.7066,6.21,11.153,6.0041,7.019,3.3881,6.8129,4.3481,2.8433,7.3022
Normal,8.2013,6.1807,11.5613,6.7126,11.4159,5.0169,5.2296,3.6112,6.5544,5.7328,23.0881,4.6066
Normal,7.9797,6.1258,11.4743,6.8829,12.4523,5.0342,5.9451,3.4136,12.638,0.2031,22.6358,21.0203
Normal,7.1768,6.4783,12.3706,5.9802,13.4789,3.5985,7.9265,1.7143,22.3496,11.8533,3.7757,24.5744
Normal,6.7877,6.8005,12.4841,5.5289,14.2128,1.5351,6.8919,0.5826,15.0475,8.4838,28.9133,13.5981
Normal,7.24,6.4783,10.9204,6.5652,14.674,1.5814,6.1578,2.6136,9.7947,0.8493,39.1141,14.2166
Normal,7.5833,6.1166,9.6551,7.6254,12.5813,2.3559,6.1474,4.1395,10.9579,9.5547,4.8558,8.0315
Normal,7.1448,6.633,10.3958,7.2922,10.3596,1.6738,5.7798,2.735,3.3511,4.8096,8.8438,8.1792
Normal,6.0388,7.3059,11.3113,6.2329,10.6274,0.1364,6.2792,1.8808,3.628,3.8403,28.8025,4.7266
Normal,5.0088,6.8848,10.2521,5.8676,10.9646,0.8774,4.8551,2.683,4.4958,7.256,19.9586,1.4124
Normal,5.3146,5.9024,9.1544,6.5067,11.4903,0.0405,2.6009,3.3893,8.7146,1.754,22.4881,1.0893
Normal,6.1688,5.7971,9.8932,7.1246,12.125,1.9848,3.9442,3.2934,3.6742,13.7181,19.6725,4.0065
Normal,5.4785,6.6321,10.6183,6.9223,9.943,1.8368,6.1035,2.9581,10.6532,7.7545,2.2617,5.899
Normal,4.1528,6.9287,10.2502,6.5067,7.4486,0.1306,5.5452,3.3026,1.0801,11.041,3.6003,7.8653
Normal,4.1052,6.3318,10.1413,6.4902,7.3444,0.7872,4.9406,4.1014,8.4377,1.8371,7.3668,1.8186
Normal,4.6902,6.1716,10.7941,6.6806,7.394,2.7454,5.9093,4.2621,1.1909,9.647,7.3299,0.8493
Normal,4.4284,6.8024,11.2006,6.8143,7.2453,2.4322,7.2965,3.5384,16.6537,10.3671,20.8541,2.4464
Normal,3.4671,7.1667,10.8298,6.6486,7.5676,0.5098,7.3705,2.8472,12.5734,9.9609,12.2318,9.5547
Normal,2.7603,6.8463,10.3839,6.2833,6.8634,0.3063,6.6202,2.8761,10.3301,5.1235,2.2433,13.9951
Normal,2.9846,6.4691,10.6348,6.3794,5.703,0.0578,5.8943,3.2633,2.5941,7.4591,11.7795,11.6779
Normal,3.3444,6.4764,10.7748,6.9434,5.2219,0.3387,4.9233,3.276,6.379,7.0621,13.2473,5.0866
Normal,2.6889,6.6998,10.0159,7.3132,4.6814,0.2878,3.9083,3.276,0.8862,8.8808,7.9761,12.1949
Normal,1.875,6.6458,9.6304,7.1292,4.7558,1.2693,3.3477,4.0806,13.2288,15.1213,16.5984,9.8778
Normal,2.0288,6.3052,10.5588,6.7776,5.46,0.9352,2.7859,4.3962,1.9756,20.2541,12.5457,1.8555
Normal,2.2897,6.2558,10.8957,6.9415,4.2103,0.1514,2.8529,4.2228,0.9324,12.7303,18.3708,0.5354
Normal,1.7798,6.2613,9.4235,7.7005,0.8232,0.4323,2.9084,4.4632,0.877,17.6415,8.2253,7.4776
Normal,1.3843,5.9976,8.2837,8.2709,1.1456,0.1561,3.0437,5.44,3.148,23.522,10.5978,3.2495
Normal,1.7377,5.8017,9.1635,8.1519,1.1852,1.6241,4.2956,6.5786,3.9419,22.1096,15.3244,4.6989
Normal,2.0975,5.9637,10.144,8.0466,0.9571,1.9802,5.0262,6.3405,3.7388,9.1392,10.4686,10.7732
Normal,1.7935,6.0809,9.1132,8.7881,1.2943,1.5733,4.7591,6.7948,4.2004,17.4938,3.268,10.3117
Normal,1.7972,5.8585,7.5476,9.9957,2.0332,1.6068,5.0701,8.9391,16.2106,18.0016,14.8259,6.2959
Normal,2.5488,5.7989,7.7856,10.7474,2.0481,2.3143,5.0065,10.0824,14.7613,10.6163,7.3022,2.2156
Normal,2.8189,6.1139,8.7186,10.6741,0.7141,2.4009,3.9199,9.2339,18.3524,3.6095,12.9057,9.8685
Normal,2.7951,6.1368,8.5684,10.4956,3.5854,1.9432,3.3107,8.3496,1.8925,12.2134,24.8145,6.2221
Normal,3.6063,5.4886,8.3771,10.9387,2.7523,2.3616,2.5975,8.6455,12.7396,1.1263,15.2321,7.2006
Normal,4.9466,5.0912,8.9923,11.6016,0.8579,4.5984,2.5119,10.0627,3.6465,12.518,3.231,0.757
Normal,5.582,5.3787,9.1489,11.8304,4.25,5.6203,3.5558,10.0592,9.407,4.8558,23.8728,7.5883
Normal,4.9969,5.7468,8.3899,11.7032,6.7295,4.7268,4.1973,8.6975,11.1148,8.0869,11.3825,17.2076
Normal,5.0189,5.5856,8.4512,11.5421,7.2601,5.1776,4.5707,8.9299,1.3755,13.7089,9.3977,15.4721
Normal,6.5359,5.4208,10.0012,11.6849,5.0037,7.0849,6.144,10.6765,1.9294,13.2473,11.8072,10.764
Normal,7.2931,5.9784,10.5396,12.1674,2.9358,8.2571,8.3496,11.3169,4.4496,15.9706,6.2682,11.5395
Normal,6.5689,6.7456,8.909,12.6224,3.9177,7.604,9.3876,11.5608,8.1053,5.9821,2.2617,7.7268
Normal,6.3895,6.8317,8.1345,12.8476,5.9608,6.6699,8.4594,12.6729,9.1669,10.1917,1.6986,6.2313
Normal,7.2775,6.589,9.559,12.8375,5.827,7.5716,7.545,13.3514,5.3912,13.5058,0.2862,8.6315
Normal,7.8992,6.9791,10.7895,12.7112,2.9804,8.2317,7.5739,12.7053,8.9638,0.1015,3.1295,19.1832
Normal,7.7408,7.7142,10.4334,12.8018,2.0283,6.8699,7.7196,12.2972,0.1846,3.508,6.4713,10.3394
Normal,7.6144,7.8461,9.2633,13.363,4.7062,5.6735,7.4988,13.4624,0.5816,3.0649,1.2278,12.1026
Normal,8.2068,7.3334,8.2031,14.2419,0.4017,5.7868,6.8063,14.8114,12.2226,16.4414,15.6567,20.5587
Normal,9.3466,7.2601,8.3624,14.7336,7.637,6.4954,6.678,14.7987,6.5821,8.8623,14.1058,10.1086
Normal,9.787,7.8955,9.7623,14.2429,12.6804,7.0722,7.5612,13.8011,2.3633,2.6587,5.6036,9.0746
Normal,9.3942,8.2187,10.3857,13.4564,12.8887,6.7243,8.1265,13.5873,8.8992,11.0779,21.9804,17.9
Normal,9.5773,7.8223,9.668,13.3841,11.1977,6.9959,8.9449,14.8241,8.7608,16.423,13.755,13.1365
Normal,10.3107,7.5586,9.0253,13.9957,12.5961,8.4952,10.0905,15.1085,0.9878,11.5025,1.9386,12.2134
Normal,10.5157,7.7966,9.0207,14.4452,18.0313,9.2212,10.0639,13.6011,0.0092,11.3271,19.9863,11.3456
Normal,10.4562,8.0246,9.8666,14.0799,22.2416,8.7507,9.3622,12.6602,2.8526,25.433,27.8239,15.0567
Normal,10.6384,7.8854,10.9882,13.2092,22.2069,8.5461,9.4084,13.1665,2.3725,23.1805,10.5055,21.1588
Normal,11.0641,7.3123,10.806,12.9666,19.4248,8.3091,7.5912,12.8162,1.3201,13.6535,8.8808,35.5877
Normal,11.3947,6.9562,9.6533,13.559,16.4593,7.7369,5.4238,11.8152,2.2248,8.8346,8.5946,28.147
Normal,10.9973,7.2546,9.3063,13.7704,17.7486,6.8503,6.5231,11.8533,6.5913,16.0629,0.0739,13.8289
Normal,10.1514,7.5604,10.1221,13.0582,22.7474,4.9048,6.7266,11.636,0.1662,24.1498,19.1555,25.313
Normal,10.1862,7.3096,10.8911,12.5491,25.0137,3.6529,3.9569,10.9459,14.2905,10.0716,14.6967,27.1593
Normal,11.0715,6.8738,10.6375,13.027,21.4977,4.7279,4.0794,11.5135,5.2528,13.2842,0.5262,23.1989
Normal,11.1191,6.8564,9.9536,13.4583,14.9567,5.8053,6.2457,11.8383,1.874,29.6979,23.4113,25.5714
Normal,10.4031,7.0221,9.9875,12.9446,8.5098,4.9626,6.092,10.5575,8.9731,23.679,33.3075,36.9355
Normal,10.3336,6.8518,10.5588,12.2186,5.3906,4.8054,7.0953,10.0592,3.6188,13.9212,0.1662,12.0287
Normal,10.3967,6.5112,10.4929,12.0474,5.9311,5.5799,9.0281,10.68,0.9416,19.4601,2.9079,26.1438
Normal,9.8895,6.3858,9.8648,12.0218,6.4964,5.3036,7.6641,9.8477,2.6587,9.1577,14.4105,28.9963
Normal,9.3796,6.4297,9.9591,11.7297,5.9212,4.7799,6.7381,8.6594,3.1295,11.6779,5.5112,3.1849
Normal,9.2422,6.329,10.5524,11.4606,4.1458,4.9302,8.0791,8.7657,3.1387,18.7862,4.0065,23.0328
Normal,9.4986,6.0892,10.5505,11.4899,0.4959,4.7094,6.4861,8.0976,8.0776,7.1452,4.6989,28.7563
Normal,9.7055,5.9875,10.0616,11.7828,2.3804,4.1811,4.3777,7.4213,0.4339,15.3152,11.9272,10.0809
Normal,9.4684,5.9784,9.5819,12.0273,2.182,3.98,5.6955,8.153,12.3611,17.383,25.6545,30.3349
Normal,9.0912,5.8951,9.2624,11.9412,1.3439,2.7015,5.1649,7.3936,0.7847,9.5731,7.6714,32.6797
Abnormal,8.4467,5.8667,9.1736,11.6904,1.1803,1.4415,4.3256,6.4249,8.3453,17.5954,14.1982,16.2568
Abnormal,7.7426,5.7504,9.4666,11.3361,2.0382,1.2612,6.1856,6.8098,8.9823,18.3339,7.7637,15.8044
Abnormal,7.7426,5.6149,10.2393,11.2692,5.2864,1.5143,6.7682,6.3428,7.4222,10.9209,1.0247,26.4669
Abnormal,7.3059,5.7349,10.2228,11.4734,9.4818,1.8207,6.8006,5.5452,7.2652,10.884,20.5033,16.3306
Abnormal,5.874,5.9592,9.1791,11.1758,10.2951,1.4392,8.0166,4.7337,3.9511,3.8588,7.6437,18.0754
Abnormal,5.1059,5.7733,8.8504,10.6778,8.2619,0.8947,7.4259,4.1418,6.7483,12.8873,13.1458,20.2633
Abnormal,5.137,5.3503,9.2157,10.7016,6.0699,1.7316,6.6422,4.7857,7.533,18.9524,14.4566,9.8316
Abnormal,4.8349,5.2707,9.4775,10.383,5.46,1.6357,5.4735,4.3915,7.2929,5.4097,5.4189,15.029
Abnormal,4.1519,5.5362,9.8117,9.3311,7.1312,0.2173,4.5742,3.1847,7.3391,10.6625,5.9451,19.4601
Abnormal,3.7198,5.3558,9.18,8.8467,8.6388,0.6982,5.092,3.5719,10.0901,19.4601,2.7418,19.8386
Abnormal,3.8452,4.476,7.7243,9.3997,6.422,1.5004,3.1778,4.1233,3.6926,7.2745,24.2698,22.6543
Abnormal,4.0897,3.9395,7.6016,9.7806,1.7208,2.179,1.023,3.3616,6.6467,30.5196,30.9073,16.1829
Abnormal,3.4268,4.325,8.0264,9.3494,2.6432,2.8448,2.8448,3.1616,22.4696,33.529,16.8661,6.2959
Abnormal,1.9711,4.5099,7.3444,8.4915,4.7062,4.8897,3.3477,3.0679,27.307,21.9434,23.522,24.2329
Abnormal,1.279,3.9725,7.1008,7.8772,3.8929,5.4654,1.1953,2.3108,22.0357,26.7715,13.635,24.4083
Abnormal,1.5527,3.6502,7.9944,7.5998,2.0927,3.3974,1.623,1.5178,12.8319,22.2481,9.9424,7.2375
Abnormal,1.4841,3.8306,8.3734,7.262,1.2447,2.3744,3.5569,0.5606,0.6185,15.389,19.7832,18.4908
Abnormal,1.0034,3.9633,7.869,6.7584,1.0216,2.6795,3.8124,0.2647,4.0342,27.4085,13.7181,12.8319
Abnormal,0.4605,3.9642,7.2913,6.2347,0.8083,2.5778,4.588,0.1063,0.3693,26.9377,7.3668,7.7822
Abnormal,0.2161,3.8388,6.8683,5.6973,1.4431,2.6044,4.5083,0.0636,3.148,7.4683,30.6488,8.8346
Abnormal,0.0394,3.4424,7.1548,5.3952,2.3357,1.9721,2.4148,0.4774,1.0524,14.5951,20.5402,17.3461
Abnormal,1.0117,3.2245,8.1464,5.4666,1.2646,0.4208,2.2911,0.2092,0.2031,4.9389,0.48,5.862
Abnormal,1.192,3.4387,8.1784,5.5298,1.9241,0.8924,2.3882,1.0774,6.7021,15.3152,21.5372,12.0564
Abnormal,0.5145,3.3417,7.0843,5.3897,4.2351,2.6587,0.5491,0.8866,2.7972,8.4838,15.8875,4.4681
Abnormal,0.4898,2.7786,6.7822,5.4034,4.5673,3.2494,0.4751,0.9456,8.65,13.792,3.5634,13.1827
Abnormal,1.1417,2.5635,7.5623,5.473,4.2748,2.557,0.2451,2.0125,4.9666,10.6994,3.1203,10.3947
Abnormal,1.6754,2.9022,8.2407,5.4135,3.9871,1.9825,0.1191,2.4634,10.8933,1.1355,11.7702,8.8715
Abnormal,1.8356,3.0927,8.107,5.538,3.8731,1.1086,0.6184,2.7743,0.2031,7.8191,9.7301,6.259
Abnormal,1.8283,3.0222,7.6465,5.918,5.2219,0.1225,1.3375,3.5061,2.7879,2.6402,13.6996,18.2877
Abnormal,2.0508,3.1174,7.8671,6.232,8.0486,1.2843,1.1814,3.6274,2.0309,8.3361,2.2617,0.3508
Abnormal,2.6111,3.5349,9.1516,6.123,9.0553,2.8391,2.7385,3.8286,3.3418,2.1602,10.764,12.6472
Abnormal,2.991,4.0933,10.5295,5.7678,7.0766,3.6829,4.7453,4.3938,5.622,1.8186,8.2253,3.388
Abnormal,2.8894,4.5584,10.535,5.8328,4.7211,3.6344,4.9441,4.4308,8.4007,1.2093,5.6405,2.8802
Abnormal,2.8088,4.9365,9.5059,6.3885,5.212,3.9904,5.7174,4.9452,5.5482,1.0339,1.4309,7.5053
Abnormal,3.3572,5.2267,9.5801,6.8976,7.037,4.3384,6.4896,5.4839,13.9397,3.6834,13.4596,5.6959
Abnormal,4.389,5.4098,10.9616,7.2894,7.3643,4.6851,5.7059,5.3105,5.7051,2.7325,7.7545,5.5666
Abnormal,5.0281,5.6378,11.4111,7.6437,6.5659,4.7233,5.8665,5.6284,1.0801,6.4159,0.4985,11.9549
Abnormal,4.8166,5.8896,10.4114,7.9669,6.0204,3.9291,6.0295,6.2341,4.7358,4.3111,13.1827,2.2617
Abnormal,4.6976,5.7925,9.993,8.0749,6.1592,3.3673,4.3962,5.8215,8.7608,7.1175,4.902,8.6407
Abnormal,5.7184,5.6863,11.6245,8.0603,7.9395,4.4597,4.8805,6.2596,0.7755,3.8034,9.2223,10.7825
Abnormal,6.763,6.08,13.0609,8.4082,10.0224,5.5174,6.7462,7.0029,0.8124,3.2772,7.9115,14.0043
Abnormal,6.4746,6.6971,11.9696,8.9136,8.371,5.3128,6.7659,6.9277,7.7822,4.2834,2.0125,10.9302
Abnormal,5.9079,7.023,11.0165,8.8632,3.5557,5.0666,7.4676,7.4248,5.8251,9.3146,5.0127,9.4624
Abnormal,6.2823,7.1539,12.5317,8.4613,0.4513,5.9787,8.4247,7.5993,2.1325,2.151,13.3673,9.7855
Abnormal,6.9012,7.3627,14.0259,8.2333,2.177,7.6883,7.9612,6.5786,8.5484,5.1697,5.5666,1.8648
Abnormal,6.8234,7.8131,13.9938,8.1537,6.1394,8.2178,8.6282,6.3671,3.1572,9.1116,0.4708,14.8536
Abnormal,6.4664,8.2663,13.6679,8.1903,6.6502,7.7045,9.0905,6.6584,4.2558,1.5324,3.5818,1.1539
Abnormal,7.3508,8.1894,13.8345,8.4412,1.4282,8.0513,7.9299,6.8306,1.3017,5.6497,7.5053,10.164
Abnormal,9.017,8.0447,14.5056,8.8998,5.574,9.2293,8.6328,7.8606,4.1634,1.9663,25.1191,12.158
Abnormal,9.0546,8.6014,14.6887,9.136,6.7841,8.6686,9.8674,7.8155,9.4162,6.3144,18.5647,1.3293
Abnormal,7.6089,9.1992,14.0836,8.443,0.4166,5.84,9.5159,6.092,5.0958,8.1699,8.133,2.9356
Abnormal,7.0697,9.2184,14.0717,7.9431,5.946,4.0482,10.443,6.6468,2.1694,9.2593,25.1191,17.3461
Abnormal,7.8854,9.0399,14.274,8.7332,5.0285,4.5326,11.1516,7.9993,3.0003,6.3052,27.2239,13.4596
Abnormal,8.9639,9.2285,14.231,9.6277,4.1706,5.6989,9.8997,7.1705,9.01,3.4157,13.2935,14.4843
Abnormal,9.0976,9.852,14.6429,9.6167,14.6641,5.9209,10.1182,6.9092,4.5973,5.0774,34.2306,7.1729
Abnormal,8.4201,10.1541,14.4507,9.1983,16.8263,5.1163,10.8846,7.9149,2.151,4.7635,24.2236,3.231
Abnormal,8.3002,9.6112,13.5141,8.735,10.434,4.5152,8.8859,7.3774,6.3882,12.9334,8.8808,11.3733
Abnormal,8.8074,9.1095,13.6203,8.4613,5.3558,5.9128,7.5462,7.0214,8.5946,22.1465,22.9589,3.7849
Abnormal,8.736,9.4318,14.5999,8.378,7.6866,7.189,8.7935,7.471,4.4958,15.2598,12.6657,2.7048
Abnormal,8.0658,9.8895,14.9753,7.9651,15.4675,6.448,9.3171,6.8965,13.1827,10.9025,2.0125,1.634
Abnormal,7.6923,9.6249,14.7455,7.2656,23.1045,6.1937,7.9299,5.9544,11.1425,21.768,1.6801,9.0562
Abnormal,8.0136,8.9951,14.4919,6.8967,24.7906,6.7012,6.6318,5.3406,3.0003,18.537,10.7455,3.9419
Abnormal,8.4439,8.6353,14.5898,6.6531,20.0398,6.0469,6.989,4.6562,1.8555,17.4292,15.8137,5.9544
Abnormal,8.4512,8.7479,15.3049,5.8612,15.0658,5.166,7.8583,3.6159,2.3448,26.5131,13.0904,2.8987
Abnormal,7.7032,9.2551,15.7599,4.6912,14.1186,3.8182,8.7437,2.3316,2.5664,24.4175,5.3174,19.4509
Abnormal,6.763,9.538,14.8563,3.9185,16.1915,1.5074,9.2986,1.3918,5.4928,22.7558,6.9791,9.8132
Abnormal,7.0367,9.0573,14.0469,4.0283,17.6395,1.0496,8.2883,1.534,1.4217,15.9983,2.0033,1.8371
Abnormal,8.3148,8.8321,14.6613,4.9631,13.6723,2.5489,7.9103,2.9119,0.8308,12.6011,3.5726,6.4713
Abnormal,8.3871,9.6039,14.8718,5.3778,5.6633,2.5894,9.4131,3.3072,0.4339,31.4243,24.3529,3.4249
Abnormal,7.0752,10.1221,14.0295,4.5099,1.7159,0.6497,9.5263,2.8032,3.5357,27.3347,19.9771,9.887
Abnormal,6.524,9.602,13.8181,3.9624,3.0449,0.1364,7.7184,3.0887,4.6804,13.5704,3.5726,3.268
Abnormal,6.9571,9.0811,13.9865,4.3222,4.3987,1.9686,7.0075,3.3916,6.6929,12.8042,11.9549,3.3603
Abnormal,7.0834,9.2166,14.0085,4.4019,3.3424,3.1246,7.7068,2.5859,4.108,13.9766,18.657,2.0402
Abnormal,6.709,9.5352,14.0231,4.01,0.6744,2.8275,8.2328,2.4252,7.3206,9.5085,22.2573,5.7697
Abnormal,6.0965,9.3201,13.1479,3.7976,6.6601,2.0299,8.3137,2.9015,1.0247,18.2047,17.42,13.035
Abnormal,5.5179,8.7149,12.0016,3.6346,9.586,1.6877,7.7901,2.0923,15.0844,9.9516,4.745,2.1325
Abnormal,5.43,8.6041,12.312,3.2968,7.7114,1.9351,7.4063,0.8173,21.3895,7.4314,4.3019,7.5883
Abnormal,5.43,9.0207,13.0454,2.8976,3.5557,1.8773,7.6999,0.1098,4.0065,18.8693,30.9165,2.7787
Abnormal,5.2945,9.0124,12.952,2.612,0.248,1.3999,7.5346,0.0867,8.4284,7.5053,16.5337,0.1108
Abnormal,5.2551,8.7076,12.5647,2.6477,0.3719,1.5293,6.3174,0.1248,8.493,7.3668,6.6652,8.1699
Abnormal,4.8175,8.7836,12.0557,2.5424,2.7473,0.5202,5.9683,0.8519,4.1357,10.5148,18.3154,3.868
Abnormal,4.2856,8.9273,11.9824,1.9821,3.4962,1.06,6.4688,1.1652,8.3546,12.915,3.111,14.8998
Abnormal,4.5053,8.8641,12.5427,1.7358,1.4877,1.4507,5.5093,0.6173,20.6141,13.635,12.3057,15.5275
Abnormal,4.6875,8.8229,12.204,2.0151,0.7637,0.9756,5.7949,0.2416,6.9606,4.8466,17.54,0.4616
Abnormal,4.5218,8.6307,11.2537,2.3071,3.7987,0.215,6.9716,0.5364,13.5889,1.1078,9.1208,12.8965
Abnormal,4.8853,8.5062,11.4514,2.6074,5.3211,1.2993,6.5289,0.6635,23.8174,2.9356,2.0033,17.8446
Abnormal,4.6472,8.7717,11.6675,2.9031,4.4632,2.1628,6.663,1.0623,20.8541,2.9541,2.6956,13.2288
Abnormal,3.6008,8.746,11.2271,2.558,3.9326,1.8784,7.1647,0.489,4.2373,0.3416,12.2318,9.5362
Abnormal,4.2059,8.4155,12.3074,2.0892,3.7788,3.0575,7.0572,0.1237,6.5544,9.0562,12.7119,13.3304
Abnormal,5.7376,8.4979,13.6743,2.3849,4.1805,5.1302,8.2097,0.4127,7.9668,1.0709,11.761,0.1662
Abnormal,5.9894,8.6023,12.7478,3.035,6.918,5.2273,8.5738,0.059,6.5544,5.899,15.2413,0.1292
Abnormal,5.8356,8.5291,11.7151,3.4113,10.5381,5.0053,8.5195,0.4416,6.3605,1.6801,11.1517,14.8259
Abnormal,5.5298,8.5281,11.803,3.2794,14.1682,4.3765,7.923,0.6716,15.1121,1.5601,12.3334,15.6567
Abnormal,5.2139,8.0933,11.7352,2.7951,17.6148,2.6287,5.0597,2.0692,21.5003,3.1203,13.4042,7.0806
Abnormal,6.3821,7.3059,12.4686,2.6605,18.9884,2.7766,4.2748,1.8623,14.5213,7.0621,9.2962,15.5367
Abnormal,7.4103,7.2455,13.2596,3.0991,19.8811,3.7719,6.5035,0.067,20.1433,0.0185,1.6063,17.5769
Abnormal,6.405,7.5046,12.1664,3.1833,23.1491,1.8634,6.6815,0.1352,16.1645,6.8867,8.1238,19.3494
Abnormal,5.625,7.2144,11.2592,2.9462,26.1047,0.1133,5.0516,0.2185,2.5571,1.8279,13.9397,13.9581
Abnormal,6.3171,6.7694,11.9897,3.2803,26.3775,1.3062,4.5823,0.7583,15.8691,3.7849,14.6782,19.6632
Abnormal,7.0541,6.7657,12.7148,3.7646,23.9872,3.224,5.4296,1.2369,14.3643,6.4621,15.4167,21.5372
Abnormal,7.2592,7.2977,12.8998,3.7839,20.9324,4.4944,6.5139,1.7305,2.6956,5.5851,11.8349,10.0439
Abnormal,6.9223,7.8323,12.6517,3.7134,19.3207,4.7083,6.9139,2.6934,10.0532,6.8498,4.4496,19.8294
Abnormal,6.4719,7.6392,12.2507,3.587,18.076,4.4331,5.9648,2.6553,15.2875,5.2897,14.2812,19.6078
Abnormal,6.8784,7.3233,12.6068,3.5486,16.7469,5.292,5.2238,2.8957,16.506,0.6924,13.4227,10.7271
Abnormal,7.5009,7.7408,12.9419,4.01,15.9882,6.5728,6.5752,3.7731,4.8743,6.6467,15.7952,5.3451
Abnormal,7.1704,8.2718,12.5107,4.2444,14.1335,5.9255,8.1461,3.461,9.5,0.7662,8.6869,5.0404
Abnormal,6.5002,8.2919,12.3065,3.9514,10.5084,4.0736,7.8849,2.9523,8.4192,0.0739,16.3491,11.8349
Abnormal,6.5625,8.1903,12.3212,4.0997,6.7394,3.3997,7.5358,3.854,4.3573,5.5112,24.2144,19.0909
Abnormal,7.381,8.1216,12.4786,4.6591,3.4962,3.4113,7.9438,4.6112,3.5818,5.6128,14.9367,17.3461
Abnormal,8.0237,8.3221,13.1955,4.7946,1.2596,3.2402,8.9934,4.4493,14.8628,6.3236,17.2076,9.7855
Abnormal,7.2473,8.8129,12.9959,4.6536,0.2083,1.9212,10.1251,4.1037,4.5512,16.3306,21.1126,10.7455
Abnormal,5.7394,8.9053,11.6235,4.3451,1.9192,0.4485,10.2141,4.6782,4.4865,3.8496,7.6068,21.3249
Abnormal,5.6964,8.4686,11.8707,4.1226,2.8168,0.9907,9.4454,4.9117,2.8618,7.7084,21.4726,4.5973
Abnormal,6.7017,8.465,13.2065,4.6024,3.4565,2.6899,8.9345,4.306,2.354,22.1558,25.8484,10.5425
Abnormal,6.7255,8.9136,12.6215,5.2817,7.8602,3.1951,9.3888,4.4528,1.4,16.423,23.282,9.8316
Abnormal,6.2988,8.8275,11.3196,5.4199,14.55,3.083,9.1934,5.1256,0.2123,14.3828,17.5031,6.9514
Abnormal,6.5002,8.2498,11.1099,5.4437,18.2545,3.0379,7.4444,5.0285,5.7236,21.1034,15.2967,14.272
Abnormal,6.7255,7.7756,11.0486,5.6131,18.4975,2.8576,6.2538,4.5799,9.7947,13.755,10.3578,16.9492
Abnormal,6.2805,7.8406,10.7858,5.8209,16.6874,2.5385,7.041,4.2413,2.4094,12.8965,15.8137,8.1145
Abnormal,4.7928,8.3148,9.7943,6.1249,14.1434,1.2126,7.9103,4.1823,2.3448,20.4387,10.8656,12.2041
Abnormal,3.4406,8.1656,8.3597,6.2814,14.2078,1.06,6.3162,4.2366,13.1827,21.5465,17.5861,9.7116
Abnormal,4.0585,7.3141,8.8806,6.5717,17.3222,0.5537,4.284,4.5799,9.5454,4.2373,7.8284,3.3511
Abnormal,5.1489,7.1823,10.351,7.2208,20.2629,1.2219,4.5464,5.3926,3.3418,11.3641,13.5335,3.7757
Abnormal,4.4128,7.9074,9.9637,7.2226,19.7125,0.1491,6.1,5.8677,4.9204,10.8009,9.8408,9.1208
Abnormal,2.8683,8.205,9.0655,6.4536,15.3236,2.4067,6.2006,5.0932,14.9921,9.1854,20.5679,9.9978
Abnormal,2.1414,7.7811,9.1443,5.8539,10.3794,3.6425,5.1152,4.6389,4.8281,1.9848,21.8327,14.3643
Abnormal,2.5452,7.4277,9.9994,5.7092,9.9926,3.3662,4.8308,4.4054,3.4526,1.0062,17.7708,13.2381
Abnormal,3.4232,7.6849,11.0257,6.0956,13.0871,1.7259,5.1129,4.0424,7.9576,4.2465,27.3254,1.9202
