Status,Power_range_sensor_1,Power_range_sensor_2,Power_range_sensor_3 ,Power_range_sensor_4,Pressure _sensor_1,Pressure _sensor_2,Pressure _sensor_3,Pressure _sensor_4,Vibration_sensor_1,Vibration_sensor_2,Vibration_sensor_3,Vibration_sensor_4
Abnormal,3.2336,8.2791,10.6979,6.4792,14.5351,0.3965,5.87,4.4181,3.9511,3.9603,18.1954,5.6774
Abnormal,2.3044,8.4769,9.9225,6.0571,12.3283,0.5884,6.5948,4.3707,8.2069,6.656,19.5432,3.9603
Abnormal,2.4811,8.1491,10.4132,5.6552,7.3395,0.6427,6.2966,3.9395,7.2099,9.7116,13.3027,5.4005
Abnormal,3.2062,8.0777,10.2264,6.3904,3.4863,2.7662,6.4908,4.173,4.6804,1.3109,19.5709,0.3416
Abnormal,2.8674,8.4091,8.595,7.1384,3.6102,2.6599,7.4745,4.8331,3.6834,2.4371,15.1305,7.3391
Abnormal,2.3181,8.5602,8.6087,6.839,6.6204,1.816,7.2075,4.7661,17.3277,17.4754,24.1867,3.7849
Abnormal,2.5424,8.4814,10.1111,6.5634,8.366,2.327,6.9427,5.2134,2.2433,2.631,23.2266,10.3763
Abnormal,2.7878,8.4027,9.8337,7.0633,5.6583,1.5964,6.4561,5.5695,2.9633,2.1417,34.3784,9.3977
Abnormal,2.8793,8.1244,8.4366,7.7444,0.972,0.6786,5.0516,5.4851,1.4309,9.4254,30.418,6.0559
Abnormal,3.4177,7.825,8.4595,8.2077,5.6286,1.3028,4.8435,5.9035,0.0185,0.5447,1.3663,11.8626
Abnormal,3.7326,7.9028,9.256,8.1601,6.7493,0.83,5.2458,5.5637,4.9666,6.5175,4.2188,11.5395
Abnormal,3.1027,8.0859,9.6387,7.2327,7.6965,0.4231,4.3985,3.4066,6.6467,4.8096,22.5989,2.0586
Abnormal,2.8088,7.7893,9.538,6.7419,9.09,0.3803,4.1303,2.4703,2.8526,13.7643,2.1879,15.6013
Abnormal,3.8947,6.9159,9.0372,7.6849,11.6093,2.0784,4.3777,3.7846,2.2433,9.5916,4.2465,24.6021
Abnormal,5.3091,6.4636,9.082,8.757,17.5304,4.0759,3.7766,4.0944,1.1355,6.5175,20.0602,3.4803
Abnormal,5.3732,6.8454,9.678,8.4467,23.0103,5.2227,4.5152,3.3662,0.6739,23.1712,4.6527,7.376
Abnormal,4.3881,7.0587,9.6204,7.2629,24.7459,4.0008,5.5544,2.7212,3.2218,13.4319,6.1851,15.0382
Abnormal,4.3231,6.7035,9.4519,6.806,24.3542,3.2968,3.9118,2.5489,6.6375,5.022,0.8493,15.4167
Abnormal,5.4831,6.3867,9.6066,7.4066,22.7425,4.5025,3.0229,3.1951,0,17.9646,19.3955,18.9986
Abnormal,6.47,6.4719,9.5837,7.7792,22.6235,5.0863,4.6482,3.2957,0.4431,24.9437,7.9299,6.0744
Abnormal,6.5744,6.8637,9.8355,7.3334,26.2535,4.5464,5.7452,2.8206,0.8124,10.8471,7.3299,7.0437
Abnormal,5.82,7.1292,9.8959,6.6769,30.2555,3.4598,6.2526,3.3858,3.8403,8.4284,3.388,4.145
Abnormal,4.8093,6.6605,8.9117,6.3071,32.016,1.764,5.3429,2.7894,10.5978,4.8373,13.2104,2.6772
Abnormal,4.5987,6.1606,8.3926,6.3007,30.6572,1.6796,3.7685,1.2982,6.9975,13.3673,9.5177,6.5452
Abnormal,5.2982,6.2851,9.3777,6.1716,26.2833,3.1801,4.9244,1.7629,2.3817,13.8935,11.1702,3.1203
Abnormal,6.0434,6.3565,10.9644,5.4227,24.5377,3.9326,6.0966,1.69,5.262,16.1922,1.0062,8.1607
Abnormal,6.1313,6.2558,11.3644,4.8514,27.3941,4.2875,5.7325,0.4578,2.6772,15.389,9.7947,3.3972
Abnormal,5.5225,6.0992,9.3787,5.1215,30.5431,4.5094,5.6273,0.7306,5.622,9.7485,2.1602,15.3798
Abnormal,5.5536,5.582,7.9376,5.3503,32.4524,4.0494,3.7511,0.2763,0.2769,6.259,13.5612,7.3945
Abnormal,6.7209,5.3925,9.8419,5.0116,32.7252,5.1995,3.0887,0.0497,1.0709,3.4249,21.7403,12.4349
Abnormal,7.1384,5.7339,11.1099,4.682,30.6671,5.9105,5.084,1.0531,15.7214,2.2248,5.5759,3.2403
Abnormal,6.2567,5.5893,8.5812,4.9063,29.5017,3.8367,4.1002,0.7606,12.6842,7.0714,2.8064,2.6772
Abnormal,5.7971,4.9164,6.5305,5.1315,29.9629,2.7339,1.8311,0.0462,9.407,7.3022,10.764,0.7755
Abnormal,6.2704,4.6106,8.3057,4.5703,28.8521,3.5639,2.4518,0.0543,12.8503,0.6647,14.6967,6.9791
Abnormal,6.6458,4.7223,10.7263,3.6722,27.171,3.1026,2.5223,1.3421,6.9421,3.1387,8.9269,7.8561
Abnormal,6.2878,4.6664,10.2887,3.3994,26.3279,2.3316,2.72,1.7813,5.5666,7.8191,7.8376,13.875
Abnormal,5.7422,4.5319,8.4796,3.4836,23.4913,2.4194,4.7036,0.5641,5.0035,8.5207,9.9055,12.4534
Abnormal,5.5591,4.6161,8.129,3.1805,19.529,2.1316,4.6227,1.4403,16.6261,14.0504,16.0075,17.1523
Abnormal,5.7001,4.8422,9.1443,2.7722,16.7866,2.6148,4.6077,2.7027,22.0542,3.9973,3.6003,0.9601
Abnormal,5.9125,4.9127,10.1056,2.3483,13.34,3.9419,6.6237,1.8646,8.4284,1.7355,7.6991,8.5023
Abnormal,5.9583,4.986,10.6714,1.8356,8.2024,4.3141,6.3775,2.0137,10.0624,5.5759,3.5911,9.4531
Abnormal,5.4703,5.0244,10.2036,1.6489,3.5954,3.9661,5.077,3.0899,15.2967,12.0749,7.1729,0.0092
Abnormal,5.1306,4.6252,8.7543,2.0682,0.7042,4.0089,4.4967,2.7431,9.8685,2.8618,3.1572,12.6842
Abnormal,6.0178,4.1739,8.5117,2.7438,2.2118,4.61,2.6379,2.179,1.0986,4.9574,2.1417,4.2742
Abnormal,7.1722,4.2728,9.8849,2.9718,5.3757,5.2331,2.0079,1.9073,2.3633,8.7792,9.3793,15.5275
Abnormal,6.9232,4.53,10.34,2.4866,6.9279,4.017,3.7268,2.2565,5.2805,1.7355,2.1694,12.2872
Abnormal,5.8694,4.2938,9.2249,1.9281,6.7394,1.7143,3.1743,3.7303,5.6959,9.3239,2.8526,17.9831
Abnormal,5.5106,3.8242,8.5419,2.0078,7.0717,1.223,2.3108,3.7661,8.2253,4.3573,4.1173,0.7755
Abnormal,5.8099,3.5751,8.92,2.2989,7.7213,2.1131,4.1106,2.8483,10.247,13.8935,8.3453,18.7678
Abnormal,6.2888,3.5541,9.191,2.634,7.8701,2.3062,4.5626,2.8055,12.2226,0.8216,2.2617,16.5891
Abnormal,6.4554,3.631,8.4558,3.2474,8.9314,2.3374,4.0286,1.9952,6.8775,8.8715,17.5215,2.0586
Abnormal,6.0571,3.5175,7.392,3.5129,10.0967,2.8044,4.2701,0.9595,5.1051,19.5525,6.2775,2.751
Abnormal,5.6323,3.2712,7.4167,3.1659,8.7181,3.0899,2.0935,1.9339,11.6225,8.4838,8.8254,14.5674
Abnormal,6.0242,3.0029,8.063,3.2712,5.0186,3.9719,0.1422,2.0264,6.7021,11.5672,8.3361,0.9416
Abnormal,6.8262,2.8464,8.0759,3.8553,1.4729,5.2689,1.1513,0.8392,1.0986,27.5285,3.2495,4.0065
Abnormal,6.5076,3.0734,7.8891,3.9432,0.238,5.0319,1.1976,1.067,2.9079,11.5672,8.133,3.6926
Abnormal,5.5975,3.2648,7.9312,3.4799,0.6992,3.335,0.9282,1.9594,0.9232,7.1083,11.2348,8.0222
Abnormal,6.2421,2.7777,7.727,3.5522,2.5787,2.7847,2.1778,1.6126,13.8566,11.881,3.6095,4.0619
Abnormal,7.6053,2.1982,7.2098,4.3936,3.635,3.6991,1.6045,0.7479,10.5148,9.1577,5.7974,6.5175
Abnormal,7.5339,2.4069,7.0038,4.6985,3.4267,3.6309,0.0335,0.771,1.1539,15.7214,3.7203,20.4848
Abnormal,6.6101,2.8839,7.6099,3.88,0.5703,1.9258,1.638,1.5698,3.905,3.6834,4.9481,7.5237
Abnormal,6.4416,2.7026,8.2462,3.2391,4.5128,1.6,2.6807,2.0715,0.1477,1.6248,1.8648,8.7238
Abnormal,7.0312,2.2412,8.1866,3.4808,6.8832,1.4773,3.6147,1.9998,4.8189,18.5001,2.5202,0.1108
Abnormal,7.3398,2.5003,7.8442,3.6548,4.3888,2.5374,5.2724,1.9108,15.3613,11.4841,7.376,9.7024
Abnormal,6.7044,3.175,7.869,2.9791,2.6134,2.4541,6.515,1.9386,1.9386,5.1328,3.8,16.7184
Abnormal,6.438,3.1989,8.6298,3.2,4.8103,2.3801,5.8885,1.8461,6.5175,15.1582,9.3608,3.9788
Abnormal,7.4176,2.7493,8.9117,2.1762,7.5775,3.4471,4.5418,0.9618,0.9693,7.9853,7.8191,3.4
Abnormal,7.9431,3.5,8.2,3.2977,6.9378,4.8146,4.4424,0.074,4.6,3.9973,10.8656,9.9147
Abnormal,7.1146,3.2446,5.9903,3.7463,2.4746,4.5904,4.7291,0.059,0.1939,3.1849,3.1664,5.9174
Abnormal,6.254,3.4918,6.7163,3.154,2.4994,2.957,3.513,0.5919,9.4439,9.5085,4.6066,4.6527
Abnormal,8.9,3.3023,7.7811,2.7301,2.9308,2.1,2.7709,0.5028,15.509,20.134,18.5,12.8134
Abnormal,6.98,3.2346,7.8644,3.1906,0.1785,3.8193,4.3,0.3595,8.9454,14.8721,4.8558,11.5579
Abnormal,7.132,3.4937,7.5018,3.8068,1.8745,3.4043,4.1777,0.5745,6.656,7.9022,9.0562,9.4254
Abnormal,6.6833,3.718,7.4341,3.7061,0.6645,1.7178,5.8342,0.897,16.8661,11.4102,27.0577,8.2715
Abnormal,6.3565,3.8406,8.1784,3.0853,8.1131,0.6231,7.5959,1.0427,1.0062,8.9085,2.6587,3.988
Abnormal,6.0132,3.9056,8.7112,2.7081,16.732,0.3965,7.3416,1.6727,15.7029,3.5172,9.2316,11.2256
Abnormal,5.5142,4.0924,8.4128,2.5882,20.5505,0.9074,7.1439,1.7397,14.7613,1.9756,11.4287,3.7665
Abnormal,5.1682,4.6188,8.9008,2.4188,20.377,0.5317,8.0987,1.601,10.2286,12.9427,4.2188,8.9362
Abnormal,4.8193,5.0995,10.1724,1.9693,18.7355,0.556,8.5657,1.7675,5.0404,8.1792,3.6649,7.9391
Abnormal,4.6399,5.2396,10.4141,1.6599,16.4543,0.0601,8.6247,1.2554,3.4988,10.3947,0.5631,15.7306
Abnormal,4.6848,5.5096,9.8154,1.9574,18.1206,1.5721,7.7415,0.6959,4.2373,6.4529,11.9918,0.6924
Abnormal,4.1693,6.0168,9.7467,2.0938,23.1342,2.1096,7.5519,0.1514,7.9391,6.9237,3.8588,5.1328
Abnormal,3.295,6.438,10.7831,1.4291,25.222,1.3178,8.701,0.1433,21.9527,3.9696,8.1145,6.7113
Abnormal,3.0295,6.7932,11.9943,0.9796,24.3195,0.8069,8.1958,0.467,4.3388,1.394,17.4477,4.4496
Abnormal,3.0945,7.0166,11.5924,1.5152,22.7722,0.9814,8.0259,0.7456,6.4898,2.151,25.6914,13.4135
Abnormal,2.8134,7.0908,10.3052,2.1359,21.6019,0.6612,9.3171,1.2438,6.1667,7.3299,1.634,6.8406
Abnormal,2.1405,7.4176,10.8746,1.6049,23.4615,0.608,9.9598,0.3572,0.3877,1.9848,2.234,12.0749
Abnormal,1.246,7.7399,12.4448,0.4816,26.3031,2.4923,10.0477,1.6519,5.1697,6.8683,12.158,6.3882
Abnormal,0.8313,7.4304,12.0337,0.314,25.9708,3.8656,9.3321,1.5941,10.5148,11.4195,3.231,0.0277
Abnormal,1.463,7.0587,10.9909,1.0675,24.4286,3.0529,8.1068,0.5884,6.9606,4.2373,8.0684,0.12
Abnormal,1.7093,7.424,11.8323,0.8624,23.2483,1.6345,8.9391,0.8046,0.6277,16.0168,3.0926,7.6622
Abnormal,0.6619,8.1866,13.288,0.6097,22.0829,2.6911,9.7148,3.1847,7.0621,0.0185,2.7602,9.7393
Abnormal,0.1273,8.5876,13.2523,1.2653,23.159,3.6228,9.2928,3.4644,3.0187,12.398,0.9416,3.0926
Abnormal,0.1273,8.4933,11.9467,0.3873,23.6054,2.5131,8.3553,1.7571,17.5677,5.4374,8.5484,8.8623
Abnormal,0.4962,8.5986,11.2509,0.3278,18.8248,1.238,7.8409,2.0414,9.6562,0.5816,5.3174,4.0711
Abnormal,0.6088,9.3787,12.3633,0.0623,12.9234,0.7826,9.6616,2.6402,3.9326,2.3817,3.7203,3.6742
Abnormal,0.4211,10.1038,13.2312,0.3415,9.829,1.0727,10.9551,2.0033,4.6066,3.7572,6.5452,9.0562
Abnormal,0.162,9.9188,11.6885,0.0925,8.1875,1.5409,9.4593,1.5721,7.1914,1.0155,10.127,10.2193
Abnormal,0.563,9.3887,9.8035,0.4953,7.275,1.1248,8.8986,1.3872,3.5818,1.5971,16.266,12.1118
Abnormal,0.5923,9.2844,10.4434,0.2911,4.5673,0.1665,10.6072,1.4692,0.7847,4.5696,11.7426,9.9055
Abnormal,0.6244,9.6515,12.5226,0.5603,0.4463,0.7109,11.7724,2.2356,14.4936,2.4648,13.1919,5.8343
Abnormal,1.03,9.7879,12.5638,0.5859,4.4086,0.2647,10.8661,1.8496,7.2099,9.5731,0.6001,12.4995
Abnormal,1.2625,9.0784,10.286,0.4056,8.371,0.0197,8.6247,0.2682,1.6063,3.6465,12.5088,14.549
Abnormal,0.6244,8.3835,9.3613,1.1819,13.6524,0.5445,7.0341,0.2092,5.5389,7.5699,4.2373,3.2957
Abnormal,0.2847,8.7552,11.0211,1.1215,17.6395,0.0347,7.3797,0.4728,3.1941,9.5547,18.9155,1.3017
Abnormal,1.225,9.2395,12.3029,0.455,19.6282,2.3801,7.604,0.4,1.8832,1.5878,3.6372,4.385
Abnormal,2.1066,8.7634,11.9504,0.0824,20.3671,4.21,5.5602,0.3664,0.1662,15.786,5.5389,12.7857
Abnormal,1.9318,8.0173,10.8719,0.9329,19.157,3.8586,2.9812,0.8392,14.2351,14.632,26.7162,9.8408
Abnormal,1.4493,7.8928,9.7586,2.3474,18.8446,2.3848,3.3234,0.1144,2.9356,1.274,12.8873,5.4374
Abnormal,1.7056,8.2736,10.0241,2.8262,21.3688,1.8889,4.2667,0.7051,6.2682,6.8591,11.881,4.7081
Abnormal,2.5552,8.3752,11.5283,2.4261,23.6252,2.2033,3.1778,0.5398,11.6318,16.1737,21.3342,6.379
Abnormal,2.5104,7.9834,11.748,2.7924,23.6004,1.4958,3.4691,1.7247,9.3054,4.3019,12.0103,9.767
Abnormal,1.9116,7.8058,10.231,4.3149,21.8945,0.0821,5.114,3.165,10.8933,9.0377,21.9157,4.9204
Abnormal,2.0444,8.2727,9.9728,5.3632,18.1107,0.3768,6.2076,3.0171,4.265,13.8474,31.8858,5.022
Abnormal,2.1497,8.7726,11.9815,5.3384,12.5912,0.3063,8.3912,3.4563,12.8873,7.4406,21.6942,3.0372
Abnormal,2.2083,8.8889,12.8558,5.6543,8.4305,0.319,9.6928,4.9938,3.1849,2.0494,21.4172,3.388
Abnormal,2.9178,8.7588,10.8756,6.7209,7.4188,1.5617,7.9068,5.8099,5.8436,2.7141,8.9731,8.9546
Abnormal,2.9288,8.291,9.5847,7.5641,9.09,1.9571,6.5035,6.285,4.865,2.3448,4.6066,12.2041
Abnormal,1.5353,7.8589,11.4523,7.9687,10.6571,0.6994,5.5579,6.8792,3.1664,8.0499,6.5175,16.4968
Abnormal,0.0082,7.7728,13.6652,8.3963,6.179,0.6312,3.454,6.8988,4.6158,1.1539,4.2465,3.6926
Abnormal,0.8002,7.4799,13.2156,8.9621,2.3209,0.9895,2.9581,7.7427,9.7116,3.0556,13.3765,1.2278
Abnormal,0.7187,7.0459,11.2665,9.7485,5.9361,1.0381,2.6818,8.8339,4.0896,4.5419,28.184,8.7977
Abnormal,0.5045,7.1255,10.4773,10.5286,2.7374,1.4195,1.3155,9.2813,1.2001,0.5724,14.7244,15.786
Abnormal,1.5152,7.1301,11.6006,10.957,3.6648,2.735,1.7825,10.0512,6.3698,11.2256,9.7301,11.8164
Abnormal,3.4955,6.6833,12.8934,11.3507,9.4769,5.1175,2.794,11.3424,3.148,4.6435,15.0013,1.8094
Abnormal,4.6078,6.6257,12.4429,11.9586,9.3082,6.8757,2.7801,12.57,4.782,4.6435,11.881,1.1539
Abnormal,4.1043,6.8994,11.0541,12.095,4.7508,6.4064,3.6933,13.5098,6.2036,11.8164,12.4165,19.5617
Abnormal,3.6356,6.7868,11.1502,11.7188,4.612,5.6862,3.8343,13.1145,17.7061,10.6902,13.2104,10.3578
Abnormal,4.53,6.3968,12.3999,11.8176,10.1513,6.4873,2.7408,12.7457,12.2503,10.1824,25.3406,10.1824
Abnormal,5.4694,6.2741,12.3029,12.6846,14.1335,6.9982,3.3812,14.1444,3.1203,8.2438,9.8132,21.9804
Abnormal,5.4089,6.5506,11.1438,13.4445,13.9401,5.8203,4.7926,15.4911,0.0369,9.6654,1.7263,3.231
Abnormal,5.0281,6.7346,11.0056,13.439,11.4754,4.2031,4.5245,15.2311,1.2463,1.9017,4.1819,3.0464
Abnormal,5.1791,6.2979,11.5375,13.0884,10.429,3.2356,3.4448,14.6623,3.3418,4.1265,5.8805,19.3032
Abnormal,6.5588,5.4932,11.6071,13.4271,12.5218,3.6205,2.0738,14.43,9.1577,8.4377,8.7608,18.417
Abnormal,8.1958,5.1682,11.272,14.5432,14.7087,5.3429,2.1455,15.5235,4.8189,7.0437,1.117,3.4803
Abnormal,7.6785,5.5637,10.3619,15.0247,12.6011,5.0053,4.0447,16.2229,4.4312,8.7054,2.9726,4.2558
Abnormal,6.0031,5.8118,9.4354,14.2163,7.8354,2.5165,4.284,14.6681,2.2987,17.9369,2.9818,20.411
Abnormal,5.7248,5.3961,9.7037,13.4912,6.2683,1.8299,3.2714,13.6716,1.4032,19.8109,1.7078,10.1547
Abnormal,6.3739,4.9329,10.3372,13.7888,11.9812,4.0216,4.039,14.5802,0.1292,13.0165,8.9915,9.5916
Abnormal,6.4352,4.9246,9.9646,14.2969,19.5637,4.506,3.7557,14.5074,2.2525,1.9386,4.3758,16.6353
Abnormal,5.9647,5.0244,9.1415,14.1669,20.3323,3.7777,3.2425,13.793,1.5601,17.1707,3.7572,0.1569
Abnormal,5.506,4.6133,8.7167,13.5242,14.193,3.4633,3.2483,13.7688,7.5883,3.2587,14.3736,4.2373
Abnormal,5.5527,3.7921,8.6142,12.9831,8.7875,3.5939,1.5432,13.0116,2.5018,3.7849,16.8476,20.1156
Abnormal,5.9216,3.4277,8.5794,12.6645,10.2852,3.8309,0.7942,12.1215,5.1697,2.2248,11.5579,0.5816
Abnormal,5.8044,3.8828,8.4521,12.312,19.8563,3.2448,2.3616,12.0406,3.7757,9.4347,18.5278,4.7081
Abnormal,5.2304,4.3616,8.2086,11.8149,31.1829,1.5363,3.0148,11.7019,18.2416,25.6914,32.7998,2.6587
Abnormal,4.9283,4.2224,8.1839,11.4304,35.0857,0.815,2.8379,10.8615,2.631,7.8745,18.8693,7.8468
Abnormal,5.0812,3.869,8.0731,11.4597,31.2821,0.7965,3.3962,10.2592,10.3855,0.5447,6.3513,6.776
Abnormal,5.0592,4.01,7.3563,11.7032,28.3165,0.3052,4.4193,10.1182,3.2495,13.3027,4.9297,4.9297
Abnormal,4.5712,4.2407,6.8774,11.3507,32.4326,0.5999,5.1649,9.6547,2.1879,1.7448,3.7388,3.0649
Abnormal,4.4128,3.8809,7.2894,10.5753,42.2367,1.097,5.4608,8.6282,15.8875,0.5908,2.271,3.6557
Abnormal,5.2734,3.2648,7.3672,10.448,51.3069,0.2474,5.7798,8.5056,2.9449,22.2296,19.4048,1.0709
Abnormal,5.8218,3.1934,6.535,10.6375,54.5452,0.3838,5.4515,8.138,5.4005,14.4197,7.5791,2.6679
Abnormal,4.3323,3.5724,5.9106,9.657,53.3352,0.8589,5.4354,6.0503,10.5794,0.1939,3.4249,15.4167
Abnormal,2.2842,3.3481,6.2714,7.532,52.636,2.5558,5.3602,3.8771,4.025,1.0709,10.247,5.262
Abnormal,2.7356,2.2302,7.5687,6.1487,55.3784,2.0646,2.6668,2.3466,13.5058,9.2777,4.9204,15.3429
Abnormal,4.8761,1.3971,8.205,6.373,60.6796,0.7653,0.4682,1.8322,20.2541,1.7632,2.6679,2.4648
Abnormal,5.1654,1.6086,6.7722,6.7657,65.9809,1.9039,2.0229,1.4022,8.8069,2.0033,8.89,18.3154
Abnormal,3.4616,1.9189,5.3897,5.9244,67.9794,0.2231,2.5431,0.741,0.3139,5.9636,10.0255,7.2929
Abnormal,2.569,1.398,6.2311,4.4037,65.4305,1.8969,1.6345,2.5952,9.7855,2.5202,4.8835,7.3391
Abnormal,3.0789,0.6857,7.402,3.7024,60.5755,1.297,2.7292,2.4356,1.5601,17.1892,7.6991,10.8563
Abnormal,3.165,0.7214,6.5662,4.0833,56.9355,1.5559,2.5651,3.1731,2.5479,0.3693,2.0679,3.2218
Abnormal,2.4582,1.1884,5.3119,4.2783,54.813,2.6888,2.0727,4.2921,16.2106,2.3356,5.2343,7.9761
Abnormal,2.049,1.2231,5.8594,3.4424,52.1946,2.6102,3.921,4.3326,2.7141,9.3239,14.4474,14.9551
Abnormal,2.0663,0.7672,6.6449,2.417,49.0059,2.4842,2.7974,4.966,10.284,7.1914,9.3516,14.3551
Abnormal,1.9839,0.3891,5.647,2.2504,43.3178,2.5119,0.7271,5.2261,2.7141,3.3511,4.3204,0.36
Abnormal,1.7633,0.4376,4.6152,2.644,35.4279,1.0115,2.5038,4.6713,3.0833,22.4235,12.398,9.8132
Abnormal,1.5408,0.8011,5.1553,2.6376,28.8719,0.0173,2.7732,5.277,11.161,1.2832,3.8034,2.2433
Abnormal,1.688406,1.045908,6.189462,2.28327,25.099242,0.337212,1.844058,5.298798,1.167594,6.50658,0.14127,18.926508
Abnormal,1.920864,1.175652,6.497604,2.114256,22.605546,0.029478,4.043076,4.192812,2.448204,21.902052,5.621424,21.487728
Abnormal,1.303662,1.5147,5.644068,2.325294,21.254964,0.600168,4.627944,4.900284,19.510356,9.886962,15.536742,1.13934
Abnormal,0.50898,1.671576,3.949236,2.639964,18.503208,1.79928,4.383858,4.842552,9.613908,25.734498,16.167612,3.408636
Abnormal,0.998274,1.519392,4.271352,2.525112,11.725104,1.253376,6.026364,4.109172,5.75331,23.954802,2.730744,5.97924
Abnormal,1.594056,1.789284,6.645198,1.794792,1.05723,0.8619,5.284722,6.058188,18.333378,4.218414,5.649678,0.065892
Abnormal,1.06641,2.184228,6.758214,1.214004,10.20255,1.741548,4.574904,6.988428,10.442556,16.20525,6.779634,10.847496
Abnormal,0.892704,1.805094,4.579494,1.378326,15.640272,1.774494,5.64315,5.133762,0.668508,16.760844,14.811726,11.544258
Abnormal,1.501644,1.413822,3.83622,1.681878,13.242558,1.645974,3.974736,5.004018,5.772078,6.252396,3.84183,11.233566
Abnormal,1.546422,1.728492,4.756056,1.162596,9.534858,1.265208,3.546744,5.7528,22.918992,0.254286,3.323874,4.435062
Abnormal,1.320492,2.025516,5.807574,0.357612,11.836386,0.33252,5.986278,5.32593,13.27683,10.508448,6.760866,5.320116
Abnormal,1.656582,1.976964,6.096132,0.405246,20.577174,0.372606,5.346024,4.662114,6.836142,8.455698,0.960432,25.489698
Abnormal,2.074986,1.82937,5.35653,0.981444,28.346616,1.55754,4.382634,3.814392,23.0979,7.457628,9.632778,20.687436
Abnormal,2.086206,1.86864,4.2891,1.511844,28.50849,2.754306,6.437832,2.871096,15.320196,6.78912,12.419928,2.768382
Abnormal,1.772454,2.17209,3.75309,1.9125,24.563028,1.974924,6.046356,2.814486,10.197756,20.395512,12.052728,14.209008
Abnormal,1.653828,2.347632,4.445976,1.914336,21.83157,0.99399,4.566642,2.28276,23.757024,10.131864,7.900206,6.40305
Abnormal,1.808868,2.425152,5.49372,1.832226,20.566974,1.123632,5.573586,1.406682,23.069646,10.96041,17.617746,10.819242
Abnormal,1.687488,2.854776,4.879272,2.214114,21.664698,0.223992,5.7681,1.959624,4.171392,34.331466,29.001864,16.176996
Abnormal,1.435344,3.237582,4.015536,2.497062,23.333928,0.25704,5.456796,1.798158,17.919054,32.090424,16.007574,8.775876
Abnormal,1.483896,3.363654,5.251878,2.32152,21.76578,0.359652,6.744342,0.652086,36.186438,8.163876,3.248598,11.516004
Abnormal,1.097214,3.632628,5.986788,2.261748,19.337874,1.117818,5.417934,1.798158,22.09983,24.331488,7.702428,0.376686
Abnormal,0.41463,3.691482,4.431084,2.634354,19.459254,2.31336,3.99126,2.287452,18.069708,26.883222,4.303176,12.598836
Abnormal,0.422994,3.4935,3.508392,3.187194,21.750684,0.85017,5.58654,0.722772,30.847452,6.073488,12.495306,1.186464
Abnormal,0.440742,3.522468,4.656096,3.098454,23.829648,0.306612,5.355408,1.390158,17.429352,10.06587,1.073448,14.529186
Abnormal,0.03825,3.606516,5.942928,2.527866,21.89736,0.538866,5.01942,1.774494,20.207118,13.606392,6.977412,6.977412
Abnormal,0.108324,3.49911,5.497494,2.904246,16.677204,0.766428,6.892956,0.613122,25.301304,9.303216,6.48771,4.020738
Abnormal,0.649944,3.33285,3.903438,4.10142,12.837924,2.280312,6.075834,1.622412,11.591382,19.04901,4.868154,5.320116
Abnormal,0.733074,3.39354,3.883854,4.304094,12.256218,2.380578,3.986466,0.16269,16.007574,17.87193,0.866286,15.988704
Abnormal,0.316608,3.828774,5.717916,3.461778,15.205242,1.543464,4.992288,0.23817,10.056486,13.92657,8.983038,3.653436
Abnormal,0.111078,4.119168,6.498624,3.123648,18.897744,0.804168,6.272796,0.674424,11.497134,15.583764,2.56122,5.941602
Abnormal,0.250308,4.188222,5.75433,3.726978,18.92814,0.235824,5.686704,0.881994,19.94355,17.758914,10.99815,11.845566
Abnormal,0.190536,4.594488,5.154774,4.187304,16.100496,0.07548,5.60184,0.323034,19.265556,18.549924,10.009464,7.01505
Abnormal,0.139128,5.30604,5.729136,3.771756,14.28969,0.557736,6.534528,0.204,27.363438,22.156338,6.78912,3.08856
