Status,Power_range_sensor_1,Power_range_sensor_2,Power_range_sensor_3 ,Power_range_sensor_4,Pressure _sensor_1,Pressure _sensor_2,Pressure _sensor_3,Pressure _sensor_4,Vibration_sensor_1,Vibration_sensor_2,Vibration_sensor_3,Vibration_sensor_4
Abnormal,0.563142,5.891622,7.26342,3.041538,14.188506,1.17912,7.061562,0.722772,10.36728,29.64222,5.950986,3.813576
Abnormal,0.854454,6.043806,8.034744,2.711874,15.807144,1.446768,7.396428,1.136688,8.135622,27.297546,5.254224,12.11862
Abnormal,0.616284,5.934564,7.303506,2.905164,17.961996,0.944418,8.09676,0.936156,13.1733,27.250524,4.642224,2.306934
Abnormal,0.162486,5.976588,6.4566,3.257268,18.407124,0.008262,8.491806,0.853638,11.139318,26.544276,7.38225,0.40494
Abnormal,0.218484,6.055944,6.832878,2.85753,17.026248,0.60843,8.841972,1.181466,0.10353,19.858788,0.4896,8.5782
Abnormal,0.86751,5.774832,8.233644,1.579164,14.830902,0.32895,8.910414,1.284078,11.87382,23.182662,2.19402,9.0678
Abnormal,1.25511,5.025948,8.75007,0.772242,14.046828,0.069564,6.152436,1.758072,11.12055,26.02632,2.68362,5.310732
Abnormal,0.7956,4.191996,6.943038,1.496952,15.746454,0.621384,2.00328,2.129454,5.075316,17.947308,2.448204,0.226032
Abnormal,0.23715,3.793278,4.840104,2.779092,16.798584,1.849974,2.206056,0.55539,16.421898,12.25989,2.269296,4.322046
Abnormal,0.28203,4.009008,5.51616,2.808978,15.984216,2.341716,3.540828,0.418608,30.39549,12.815484,8.9454,16.59132
Abnormal,0.608838,4.367538,7.714464,1.814478,14.790408,0.92208,1.615374,0.6426,10.273032,10.06587,5.131824,18.352146
Abnormal,1.101906,4.27788,7.378272,1.694934,13.080786,0.261732,0.792336,0.34425,7.862568,15.96045,15.282456,4.180776
Abnormal,0.982362,3.731568,4.983006,3.03399,12.089346,0.157998,0.722772,2.130576,6.468942,16.20525,6.949158,2.56122
Abnormal,0.205428,3.71943,4.44975,4.36662,12.382698,0.262956,0.141474,1.914846,13.003776,8.229768,15.150672,21.139398
Abnormal,0.74052,4.634676,5.818692,4.313376,12.9846,0.799374,2.00685,1.412598,16.299396,4.905792,12.815484,5.922834
Abnormal,2.270112,5.170686,6.175488,3.501864,13.556208,2.637618,3.938118,1.222674,17.410584,6.78912,0.612102,10.696842
Abnormal,2.210442,4.396506,5.003508,3.886608,13.192068,3.429954,1.45146,1.446768,3.163836,0.99807,10.941642,3.888852
Abnormal,1.172898,3.508392,3.794196,5.461998,11.881878,1.421982,0.982158,3.078564,8.013222,9.143076,10.97928,4.783392
Abnormal,1.101906,3.917412,3.790422,6.348276,12.382698,0.35139,2.762568,3.47718,14.265516,0.828648,3.493398,5.687418
Abnormal,1.997466,4.699038,4.196688,5.97465,13.348842,1.862928,2.59284,2.863956,5.423748,1.676064,5.216586,2.043366
Abnormal,2.787456,4.351728,3.86886,5.546046,11.775696,2.496144,1.801626,3.885078,12.476436,15.508488,0.499086,6.374796
Abnormal,2.256138,3.368346,3.862332,5.821548,10.32393,1.25103,0.63903,3.717696,16.431282,18.5028,13.973592,10.87575
Abnormal,1.224306,3.100392,4.66548,6.274428,9.261702,0.281826,1.717884,2.178924,3.003798,3.220344,12.250506,8.709984
Abnormal,1.559478,3.575712,4.799916,6.3342,7.23843,0.60843,0.297126,2.584578,18.220362,10.904004,1.468902,20.160096
Abnormal,1.947996,3.384258,4.248912,6.188544,5.75127,0.334866,0.617814,3.589176,18.64407,17.184552,16.628958,8.003736
Abnormal,0.689214,2.399958,4.302156,6.509742,3.181686,0.488172,1.85946,4.741164,5.047062,8.7006,21.685506,3.766452
Abnormal,0.451962,1.976964,4.5441,7.194264,1.05213,2.26032,0.507042,5.460366,11.026404,25.131882,14.472678,14.708094
Abnormal,0.675138,2.235636,4.212498,7.64439,3.662208,1.7238,0.061302,5.026458,4.896408,9.792816,30.301344,6.77025
Abnormal,0.92259,2.366298,3.564492,7.92642,6.322878,1.169634,1.497462,6.13836,13.625262,6.836142,17.372844,13.13556
Abnormal,1.00011,2.206668,2.975238,8.236398,10.774158,0.939726,1.625982,6.65244,16.902114,10.988664,3.70056,2.94729
Abnormal,1.258782,2.15067,3.281544,8.442846,14.704422,0.920856,0.001224,5.851842,6.77025,9.1902,34.491504,7.40112
Abnormal,2.058156,2.408322,4.185468,8.812596,17.855814,2.69892,1.482162,7.045038,13.775916,14.92464,33.502818,1.676064
Abnormal,2.93505,2.502672,3.835302,9.719376,20.486088,3.826122,1.41372,8.275974,14.06784,9.274962,17.580006,5.320116
Abnormal,3.697092,2.195448,2.759508,10.625238,23.37942,4.284816,0.06018,9.424494,8.738238,4.566846,17.74953,9.218454
Abnormal,3.743706,2.381292,3.031236,10.4907,27.51705,5.736276,1.306416,10.21683,18.097962,6.949158,17.212806,0.77214
Abnormal,3.414144,3.019098,4.30593,9.719376,30.132228,5.738622,1.423206,8.127462,5.065932,8.691114,15.885174,0.828648
Abnormal,4.27788,2.976156,4.95771,9.843612,29.783184,5.85888,1.624758,7.945902,7.071558,1.553664,7.580028,2.777766
Abnormal,5.649678,2.679132,4.488918,11.051088,29.282466,7.51077,3.741258,10.456122,14.736348,0.583848,7.655406,0.470832
Abnormal,5.758002,3.317958,3.800724,11.771922,29.176182,7.323294,3.847338,10.057608,18.455778,14.595078,1.064064,0.99807
Abnormal,4.76442,4.370394,3.943626,11.296602,29.236872,5.29533,4.98168,8.839626,21.902052,9.566886,3.17322,1.52541
Abnormal,4.221882,4.534716,4.711176,10.612182,30.278904,3.951174,6.61113,8.983446,7.476498,19.877556,16.619574,8.079114
Abnormal,5.36112,3.95199,5.191188,11.225712,31.781262,4.578372,5.25759,9.610746,15.028272,19.887042,1.346502,7.467012
Abnormal,7.092468,3.91374,4.650486,13.075584,32.362968,7.070946,5.504022,12.136368,15.706266,2.335188,4.821132,9.011292
Abnormal,7.11399,4.765338,3.536442,13.882404,32.003826,7.410606,7.098078,13.605474,4.783392,10.83801,4.237284,3.794706
Abnormal,6.25209,5.325726,3.86886,12.853326,29.611212,5.058282,6.332874,12.464196,10.22601,10.75335,23.662878,14.792856
Abnormal,6.733938,4.743918,5.36214,12.003564,25.402692,5.191494,5.804616,13.014792,10.847496,7.109196,13.465122,6.817374
Abnormal,7.941312,3.943626,5.495658,12.578844,21.816372,7.336248,4.40385,13.67157,6.50658,27.071616,6.327672,12.288144
Abnormal,8.299026,4.137834,4.270434,13.361388,20.728848,8.199372,3.471264,12.73419,2.740128,17.495346,10.781502,8.898276
Abnormal,7.862874,4.771866,4.098564,12.846798,20.96151,8.02485,6.691302,12.494796,0.065892,11.054658,0.734502,5.056548
Abnormal,7.546368,4.696284,5.236986,11.366676,21.866964,6.75852,7.398774,11.04099,6.91152,23.804148,5.847456,14.17137
Abnormal,7.73313,4.247994,5.558184,10.888602,22.130022,6.023916,5.08419,9.769968,10.885134,6.732612,22.570662,9.519762
Abnormal,7.93764,4.278798,3.982794,11.936346,19.332774,7.10634,6.908256,11.616372,16.007574,4.284408,5.565018,4.152522
Abnormal,7.819014,4.670172,2.583966,12.815994,14.765112,6.967212,8.813718,12.256626,10.659102,16.374774,2.514096,0.87567
Abnormal,8.099208,4.909158,3.645684,12.49755,11.032116,5.52993,8.168772,10.898292,10.696842,9.463254,16.553682,19.406826
Abnormal,8.930304,4.951182,5.579706,11.606682,8.503026,5.940276,8.601456,10.737948,11.318226,9.858708,3.794706,9.293832
Abnormal,8.86584,5.042676,5.165994,11.186442,8.53842,5.41671,6.813906,9.287712,0.885156,27.391692,4.529208,5.329602
Abnormal,7.547286,4.933434,2.87436,11.189298,11.44695,3.308472,4.534818,7.522602,9.858708,5.583786,11.186442,2.711874
Abnormal,7.120518,4.590714,2.777256,10.97163,12.397896,3.387522,5.334192,7.607466,5.414364,15.743904,2.551836,5.640294
Abnormal,8.15796,4.549608,4.926906,10.687764,11.325468,4.850814,4.553688,7.364604,3.917106,22.890738,1.949118,20.244858
Abnormal,8.708046,4.843776,5.215464,10.873608,12.205626,4.741164,4.126818,7.557996,17.796654,5.131824,13.92657,13.5405
Abnormal,8.113182,4.976376,3.711984,11.031402,13.414632,4.347342,6.226794,7.792596,10.320156,13.766532,7.80606,13.323954
Abnormal,7.47813,4.904466,3.632628,10.407672,13.379136,4.461684,6.237402,6.196092,0.715632,11.704296,5.59317,4.952916
Abnormal,7.524846,4.900794,4.922214,9.276696,13.090884,4.261254,6.650094,4.606728,6.563088,2.655366,4.887024,0.762756
Abnormal,7.46232,5.016564,5.796354,8.524956,12.200628,4.262376,8.829018,4.362642,3.606414,9.689286,4.171392,3.45576
Abnormal,6.77127,5.11275,5.69925,8.131848,12.18543,3.694134,9.578922,3.33795,3.305106,11.34648,27.4482,4.849386
Abnormal,6.348276,4.964238,5.335926,7.619196,13.874856,1.979718,9.161538,2.273274,2.919036,13.305084,14.858748,6.40305
Abnormal,6.681612,4.69251,5.62734,7.15785,12.342204,1.5198,8.290152,1.89363,2.570604,21.506598,5.24484,4.463316
Abnormal,6.664782,4.639266,6.009228,6.795546,6.55554,1.877106,7.38939,1.354764,1.026324,15.800412,26.807946,6.676104
Abnormal,5.755248,4.828884,5.98587,6.33981,0.728382,0.507042,6.585222,0.778158,9.416232,17.532984,23.700618,3.43689
Abnormal,4.770948,5.078172,6.134382,5.928954,3.075402,0.247656,4.945062,0.864246,6.591342,19.576248,22.438776,0.762756
Abnormal,4.585104,5.20149,6.202518,6.062472,4.137732,0.715734,4.499424,1.17198,4.792878,12.89076,21.996198,5.329602
Abnormal,5.16222,5.23413,5.956902,6.760968,2.97432,1.505724,5.356632,1.588242,2.80602,16.59132,10.546188,4.87764
Abnormal,5.36214,5.601126,6.344502,7.043916,4.775028,2.413626,5.669058,2.064582,2.966058,21.18642,22.024452,8.248638
Abnormal,4.6869,6.05778,7.151322,6.295032,11.143398,2.584578,6.710172,2.124762,2.871912,16.845606,18.898356,2.128026
Abnormal,3.972594,5.96904,6.957114,5.587152,16.57602,1.182588,6.993222,1.421982,0.91341,20.734458,7.391736,20.621442
Abnormal,3.987486,5.49372,6.054108,5.688948,16.409046,1.11537,6.10419,1.018776,8.465184,17.269314,12.005604,9.020676
Abnormal,4.574904,5.25096,6.446298,5.617038,12.848022,2.367624,7.190082,0.77112,10.790988,17.843676,13.239192,4.971786
Abnormal,4.850304,5.574096,8.266284,4.965258,12.453486,1.880676,8.311368,0.282948,7.702428,30.790944,4.3503,19.764642
Abnormal,4.321842,5.767386,8.64552,4.489938,18.730872,0.232254,7.487208,1.155456,4.359684,28.370994,3.05082,9.340854
Abnormal,4.25085,5.198634,7.249344,4.423638,26.697684,0.4386,6.647748,1.155456,9.519762,23.107386,7.241082,9.519762
Abnormal,5.381724,4.651404,7.337166,4.409562,29.110494,0.47277,5.950884,1.2699,5.75331,25.301304,17.165682,14.114862
Abnormal,6.114798,5.067054,8.993748,4.186386,25.48368,1.559886,5.465058,1.546932,22.09983,7.146936,13.80417,0.885156
Abnormal,5.347146,5.779524,9.076878,3.759618,19.691916,0.972774,5.99097,1.301724,5.499024,1.374756,3.474528,3.079074
Abnormal,4.48239,5.801964,7.90398,3.528996,16.424244,0.469302,6.128874,0.36669,8.135622,24.896466,3.794706,6.50658
Abnormal,4.810218,5.402226,7.977726,3.64854,17.69394,2.103444,5.487498,0.231132,4.821132,20.16948,4.284408,8.888892
Abnormal,5.524626,5.424666,8.98161,3.776448,18.660084,3.672816,5.157324,0.029478,4.651608,9.538632,9.369108,15.461364
Abnormal,5.318178,5.90274,9.012516,3.812862,15.95382,3.882732,6.665394,0.433908,6.977412,10.339026,2.43882,9.802302
Abnormal,4.087446,5.924262,8.207532,3.425364,12.757038,2.860488,7.835028,0.864246,7.937844,5.950986,4.387938,0.75327
Abnormal,3.556026,5.269626,8.6445,2.46534,10.38972,1.847628,6.56166,0.146166,6.845526,9.199584,4.49157,9.359724
Abnormal,4.423638,4.943736,10.149918,1.983492,8.735688,2.673012,6.288096,0.740418,8.587584,20.320134,3.389868,0.197778
Abnormal,4.706586,5.369586,10.162056,2.481252,8.811576,2.67648,7.436514,0.728688,12.608322,0.734502,3.691176,11.431242
Abnormal,3.823164,5.827158,9.169392,2.737068,8.21967,0.575382,7.078086,1.292238,1.129956,3.17322,7.947228,13.27683
Abnormal,3.254412,6.055026,9.47937,2.301936,6.06492,0.584868,6.546258,1.457376,9.896448,15.85692,0.169524,1.42188
Abnormal,2.933214,6.208128,10.048122,1.921884,5.346636,1.37598,5.632542,2.119968,10.564956,12.721236,1.29948,9.585654
Abnormal,2.914548,6.234342,9.780066,2.066622,5.422524,1.075284,4.994634,2.713098,8.380422,15.762672,13.691154,9.105438
Abnormal,3.477588,6.401418,9.788532,2.68668,4.911606,1.26276,6.170184,1.747362,4.802262,11.36535,8.907762,1.854972
Abnormal,3.268386,6.757296,9.929496,2.85192,3.874674,1.726146,6.665394,1.418412,1.29948,4.397322,2.617728,5.809818
Abnormal,2.342022,6.731082,9.955608,2.09457,0.961044,0.677994,6.223224,1.788672,2.081004,5.583786,3.08856,14.491548
Abnormal,2.106708,6.340728,10.207752,1.605276,1.006638,1.294686,6.046356,1.278162,5.546148,6.779634,2.015112,2.608242
Abnormal,2.367318,5.866326,9.786594,1.806012,0.131478,2.223804,5.710368,0.681564,7.193958,1.676064,8.672346,13.512246
Abnormal,2.910774,5.673036,9.19173,2.307546,1.244298,2.915874,6.364698,0.154428,5.59317,3.549906,0.903924,0.903924
Abnormal,3.273996,5.929872,8.927448,3.038682,0.98634,3.17883,6.982512,0.936156,23.973672,2.636496,10.339026,1.854972
Abnormal,3.048066,6.1353,8.40174,3.363654,3.252474,2.11293,6.986082,1.325286,2.92842,16.704336,6.600726,9.218454
Abnormal,2.86314,6.316452,8.877978,3.027462,11.087808,1.146072,6.723126,1.28163,6.299418,3.33336,10.47081,17.74953
Abnormal,2.705346,6.672228,9.98274,2.725848,15.862836,0.508164,6.37296,0.273564,21.271182,3.107328,13.757046,6.883266
Abnormal,2.657712,6.802074,9.736206,2.821116,15.40251,0.008262,7.995372,0.033048,5.99811,1.393626,5.263608,3.43689
Abnormal,3.113448,6.787182,8.928468,3.33285,12.92901,0.360774,8.568408,0.697986,9.246708,1.723188,1.751442,4.538592
Abnormal,3.193722,7.02525,8.336358,3.973512,10.94613,0.59313,6.37296,0.743988,23.60637,4.284408,5.546148,13.606392
Abnormal,2.920158,7.088796,8.109408,3.89691,13.571406,0.660246,7.467216,1.450236,9.642162,1.101702,6.148764,22.184592
Abnormal,3.094782,7.10277,9.179592,3.528996,19.833594,1.63302,8.985792,2.065806,8.512206,19.90581,7.749552,11.89269
Abnormal,3.259104,7.114908,9.925722,3.702702,22.81791,2.463096,6.6147,1.380672,18.446292,10.263648,11.374734,18.757086
Abnormal,3.51033,6.82635,9.07596,4.422618,20.749146,3.193008,7.028514,2.443104,4.952916,17.561238,10.809756,12.90963
Abnormal,3.650376,6.824514,8.431626,4.995144,14.851098,4.264722,9.5931,4.178736,5.094186,23.700618,17.542368,15.59325
Abnormal,3.070506,7.24659,8.938668,4.759728,6.727512,3.45474,7.859814,2.747268,2.062134,2.081004,19.717518,24.13371
Abnormal,3.147006,7.311054,10.261914,4.154664,2.018274,2.628234,7.51791,2.675358,9.613908,1.54428,9.152562,20.244858
Abnormal,4.015536,7.26801,11.295684,4.32276,1.952484,3.490134,9.636654,5.290536,13.7853,14.952894,8.380422,11.186442
Abnormal,3.556944,7.650918,10.529052,4.827048,1.406172,2.055198,8.055552,4.7175,10.112994,17.193936,11.402988,0.847416
Abnormal,2.689434,8.05341,9.61758,4.86438,1.942386,0.049572,6.798606,3.498396,10.10361,2.109258,2.70249,10.668588
Abnormal,3.339378,8.201922,10.510386,5.348064,7.248528,1.271022,8.88675,5.486274,0.047124,2.956674,0.207162,4.547976
Abnormal,3.921186,8.315856,11.254578,6.275346,10.966326,2.18841,9.107274,6.447216,6.563088,4.416192,5.781564,4.359684
Abnormal,3.312348,8.563308,10.880136,6.458436,10.58199,1.208598,7.590942,5.69619,10.423686,1.883226,36.911454,22.570662
Abnormal,2.893026,8.953662,10.44123,6.361332,10.384722,1.45503,8.240682,6.406008,2.099772,0.762756,31.93977,0.922794
Abnormal,2.883642,8.857476,9.922968,6.770352,13.439928,2.474928,8.73936,7.935294,16.534812,3.870084,32.485878,7.730682
Abnormal,2.99013,8.439072,9.922968,7.113072,18.042882,2.5551,6.783306,7.700592,8.879508,4.369068,34.99059,12.900144
Abnormal,3.109674,8.443764,10.881972,6.893568,21.95295,2.807448,5.933136,6.859908,5.903964,7.41999,27.033876,7.335228
Abnormal,2.96871,8.4354,11.6076,6.338892,21.942852,3.340398,7.554426,7.112256,1.54428,18.03207,29.143134,11.497134
Abnormal,2.955552,7.97589,11.427366,6.055944,18.199758,3.096312,6.738528,7.280862,8.653476,9.585654,35.98866,23.540478
Abnormal,3.054594,7.594002,10.724178,6.028812,15.002874,2.671788,3.98769,6.257394,10.536702,12.50469,24.359742,20.075334
Abnormal,2.798676,7.596756,10.537416,5.647842,14.031732,2.176578,4.19169,5.225766,5.988726,9.57627,18.813594,10.32954
Abnormal,2.73615,7.904898,11.820474,4.987596,14.760114,1.706154,6.071142,5.07246,3.794706,4.915278,23.52171,6.544218
Abnormal,3.014406,8.051574,12.979398,4.716786,14.709522,1.460844,6.299826,5.118462,3.389868,3.257982,20.376642,2.27868
Abnormal,3.279606,7.65561,12.026922,5.022174,10.470708,1.483284,5.217504,5.15967,0.226032,3.992484,21.515982,3.870084
Abnormal,3.665268,7.26342,10.64013,5.70945,4.299504,2.140062,4.265946,5.315322,5.254224,4.08663,28.323972,23.88891
Abnormal,3.86886,7.437126,10.887582,5.891622,0.768876,3.249618,5.172624,5.623056,7.994352,3.201474,20.45202,15.47085
Abnormal,3.795114,7.459464,12.095976,5.115606,1.249398,3.1824,5.801148,5.06532,2.532966,2.504712,19.66101,10.160118
Abnormal,3.717594,7.158768,12.726336,4.47117,2.620176,2.527968,3.909864,4.125594,2.862528,15.442596,7.476498,9.736308
Abnormal,3.561636,7.098996,11.897076,4.927824,4.461378,3.170568,3.277872,4.9215,0.197778,18.813594,16.271142,8.17326
Abnormal,3.708312,7.184064,10.798944,5.702004,8.674998,4.333164,5.123154,6.532182,11.478366,11.478366,30.565014,11.826798
Abnormal,4.17333,7.36236,11.484384,5.984952,13.090884,4.152726,5.646618,6.371838,6.977412,29.76462,14.934126,12.062112
Abnormal,3.96321,7.663056,12.169824,5.929872,14.90679,3.139866,5.179764,5.64315,12.109236,31.544214,28.719426,18.069708
Abnormal,3.479526,7.477212,10.913796,6.045642,13.804068,2.102322,5.302368,5.996886,4.85877,5.809818,22.617684,6.864396
Abnormal,4.081836,6.806766,10.440312,6.470574,10.925934,2.31693,5.011158,6.55452,10.866264,31.280646,19.491486,10.75335
Abnormal,5.233212,6.714252,11.709396,6.845934,8.948154,2.7897,4.504116,5.835318,8.596968,21.290052,23.38044,9.811686
Abnormal,4.956792,7.254036,11.753256,6.831042,9.479268,2.142408,5.743314,5.498106,8.653476,10.160118,25.508466,17.354076
Abnormal,3.894054,7.281168,10.711122,6.872148,10.035678,1.067124,6.434262,6.008616,0.564978,8.568714,12.033858,12.024474
Abnormal,4.253604,6.732,11.18175,7.388574,10.045776,1.735632,5.834094,6.294012,0.63087,3.521652,1.431264,0.546108
Abnormal,4.96332,6.835734,12.375252,7.88256,8.90256,2.769708,5.870712,5.616018,1.148826,6.337056,19.04901,0.160038
Abnormal,4.41609,7.46793,12.488166,7.946004,6.843894,2.519706,6.481488,5.062974,4.2279,17.975562,23.549862,11.967966
Abnormal,4.435776,7.3185,12.251016,8.420406,7.703754,3.302658,6.564006,6.941304,11.845566,2.062134,1.958604,11.61015
Abnormal,5.708532,6.670392,11.793444,9.953772,13.040292,4.620804,4.436898,9.120228,7.410504,17.853162,0.564978,3.342744
Abnormal,6.186708,6.867456,10.986624,11.151864,17.9316,5.096022,3.237786,9.440916,10.97928,1.798464,2.081004,11.139318
Abnormal,5.727198,7.947942,11.488056,11.009982,18.518406,4.708116,6.547482,10.01283,9.340854,2.382312,6.224142,20.207118
Abnormal,5.611428,8.60625,12.354648,10.941744,16.651908,3.611514,8.330238,11.355762,2.66475,10.06587,0.3672,10.583826
Abnormal,6.196908,8.160816,11.128506,12.2043,15.544086,2.748492,5.832972,12.376884,4.4727,3.31449,0.63087,12.937884
Abnormal,6.73761,7.891842,9.438264,13.899234,18.49311,3.484218,5.440272,13.090272,2.306934,1.713702,12.457668,4.293792
Abnormal,6.672228,8.621142,10.019154,14.433408,26.434626,4.322556,7.580334,12.704712,5.574402,9.934086,4.45383,2.372928
Abnormal,6.81513,9.166536,11.79528,13.96839,35.160216,3.87804,8.30076,12.523152,9.802302,6.205272,1.883226,5.772078
Abnormal,7.894698,8.750988,12.235104,14.055192,37.97256,4.186896,7.84686,13.120872,0.197778,15.122418,7.66479,1.68555
Abnormal,8.83881,8.316774,11.08842,14.884452,33.556674,5.93079,7.305648,13.249392,11.779674,1.092318,12.052728,3.68169
Abnormal,8.725794,8.550252,10.381458,15.17301,26.434626,7.121742,8.36094,12.90045,12.269274,4.435062,18.436908,4.444446
Abnormal,8.366244,8.968554,10.984686,14.733186,22.934292,6.337566,8.560146,11.807418,2.495328,21.83616,7.052688,14.491548
Abnormal,8.693052,8.933058,11.081892,14.834982,26.47512,6.35766,6.549828,11.55864,4.660992,19.425594,12.730722,13.954824
Abnormal,9.649302,8.548314,10.454286,15.83601,32.949672,8.48589,7.410606,14.540508,7.862568,7.118682,4.830516,3.267468
Abnormal,10.804554,8.720184,10.82883,16.83612,35.99988,10.242738,9.345444,16.55562,5.677932,12.64596,6.129894,7.448244
Abnormal,10.742844,9.52986,10.986624,17.235858,33.96141,9.152052,8.419896,15.877626,5.903964,10.99815,0.941664,1.80795
Abnormal,9.459786,9.807198,9.765174,16.96974,29.555622,6.532182,8.06616,15.76563,5.10357,11.986836,0.131784,6.24291
Abnormal,9.264558,9.50742,9.771702,16.781958,27.390672,5.856534,8.781894,16.175874,2.137512,16.619574,7.128066,24.934104
Abnormal,10.251714,9.625026,11.44134,17.100402,28.660266,6.659478,8.600232,15.647718,9.039546,16.054596,4.971786,14.491548
Abnormal,10.923078,10.131252,12.322926,17.171394,30.026046,6.73965,9.508134,15.717282,3.19209,14.67984,6.610212,5.301348